action,rack_id,hardware_id,finish_time,e_self_it,e_self_cooling,start_time,computing_time,qos,energy_consumption
0,0,1,189.0,3136.734004592,31.367340045920002,130.0,0.12593318,0.128693,6.773681904
2,1,1,234.0,28.358048190999998,0.28358048191,233.0,0.035798463,0.139933,2.980562943
2,0,4,331.0,9317.527693551,93.17527693551,11.0,0.040369528,0.195919,4.149884927
2,0,8,331.0,11942.307101509,119.42307101509002,16.0,0.040369528,0.134163,4.149884927
2,0,7,340.0,8463.457419683,84.63457419683,14.0,0.040369528,0.234623,4.149884927
2,0,1,355.0,6965.164457827,69.65164457827,11.0,0.040369528,0.365494,4.149884927
2,0,5,355.0,7760.5952319319995,77.60595231932,12.0,0.040369528,0.296673,4.149884927
2,0,2,355.0,7257.367250293,72.57367250293001,11.0,0.040369528,0.337269,4.149884927
2,0,3,355.0,7159.966319470999,71.59966319470999,11.0,0.040369528,0.34626599999999996,4.149884927
2,0,0,355.0,7956.666145341,79.56666145340999,10.0,0.040369528,0.286646,4.149884927
2,0,6,355.0,7367.245318997,73.67245318997,12.0,0.040369528,0.326154,4.149884927
2,0,12,360.0,9071.200786982,90.71200786982001,19.0,0.008844684,0.0588,1.064684258
2,0,9,366.0,7194.9815608829995,71.94981560883,17.0,0.040369528,0.352606,4.149884927
2,0,11,366.0,8091.559455457,80.91559455457,18.0,0.040369528,0.28253,4.149884927
2,0,10,366.0,8599.802678508,85.99802678508,17.0,0.040369528,0.255713,4.149884927
2,1,1,373.0,3267.9084771440002,32.67908477144,252.0,0.008844684,0.057375,1.064684258
2,0,8,630.0,126.545084329,1.26545084329,626.0,0.035798463,0.12032899999999999,2.980562943
0,0,0,836.0,47147.68214817,471.47682148170003,14.0,0.378377307,0.38859499999999997,22.02489374
2,1,3,909.0,16944.990132384,169.44990132383998,288.0,0.028054602,0.10581700000000001,2.109958108
2,0,2,933.0,6502.9745951800005,65.02974595180001,548.0,0.0267817,0.328898,2.535316654
2,1,5,1024.0,102.94187951199999,1.0294187951199998,1020.0,0.035798463,0.161921,2.980562943
2,1,5,1041.0,33.604997924,0.33604997924,1039.0,0.0267817,0.297236,2.535316654
0,0,2,1201.0,17576.978457744,175.76978457744002,604.0,0.008672056,0.023872,0.307646299
2,0,4,1205.0,49646.339545726,496.46339545726,334.0,0.025547585,0.029682999999999998,1.650573132
0,0,1,1205.0,26237.857140373002,262.37857140373,334.0,0.008672056,0.019926,0.307646299
2,0,13,1326.0,34048.320480823,340.48320480823,35.0,0.040783417,0.18842899999999999,3.493269943
2,0,13,1419.0,59.477495502,0.59477495502,1416.0,0.0267817,0.223642,2.535316654
2,1,11,1420.0,121.790240955,1.21790240955,1417.0,0.035798463,0.08338,2.980562943
2,0,13,1659.0,3978.58725607,39.7858725607,1421.0,0.0267817,0.337134,2.535316654
2,1,14,1816.0,152.56307319,1.5256307319000002,1810.0,0.040783417,0.195285,3.493269943
2,1,10,1929.0,11984.246788278,119.84246788278,1197.0,0.0267817,0.35570999999999997,2.535316654
2,1,14,1930.0,1516.6589890559999,15.16658989056,1872.0,0.028054602,0.113166,2.109958108
0,0,0,2028.0,31824.991640079996,318.2499164008,895.0,0.168585066,0.20367000000000002,4.808776556
0,1,0,2091.0,1127.398498726,11.27398498726,2071.0,0.449792373,0.46336000000000005,25.82014818
2,0,3,2141.0,88531.50061111401,885.3150061111401,581.0,0.025547585,0.029841000000000003,1.650573132
2,0,2,2153.0,20472.433656827998,204.72433656828,986.0,0.0267817,0.300582,2.535316654
2,0,5,2162.0,43359.032622049,433.59032622049006,607.0,0.040783417,0.17252699999999999,3.493269943
2,0,2,2212.0,62.674996539999995,0.6267499653999999,2208.0,0.0267817,0.36896100000000004,2.535316654
0,1,1,2213.0,196.8947694,1.9689476940000001,2206.0,0.168585066,0.196221,4.808776556
0,0,2,2246.0,16502.420282338004,165.02420282338005,1828.0,0.215241714,0.22458699999999998,8.623915022
2,0,9,2269.0,35764.226970423995,357.64226970423994,678.0,0.0267817,0.18168800000000002,2.535316654
2,0,0,2297.0,57113.736887869,571.13736887869,418.0,0.035798463,0.128583,2.980562943
2,0,8,2304.0,31332.070200137998,313.32070200137997,678.0,0.0267817,0.24459299999999998,2.535316654
2,0,15,2327.0,136286.978598854,1362.8697859885401,47.0,0.025547585,0.028027999999999997,1.650573132
2,0,16,2342.0,148207.180048062,1482.0718004806201,48.0,0.025547585,0.025547999999999998,1.650573132
0,0,7,2369.0,35943.26554795999,359.43265547959993,1108.0,0.168585066,0.169962,4.808776556
2,1,5,2369.0,47464.06577977,474.6406577977,1108.0,0.035798463,0.094881,2.980562943
2,1,16,2414.0,9264.748137655999,92.64748137656,2098.0,0.028054602,0.094694,2.109958108
0,0,0,2469.0,22212.145875381997,222.12145875381998,2069.0,0.072351546,0.076825,4.150088693
2,0,15,2522.0,328.72497578,3.2872497578,2505.0,0.0267817,0.23976599999999998,2.535316654
0,0,0,2522.0,478.5985762399999,4.785985762399999,2505.0,0.168585066,0.197506,4.808776556
2,0,16,2605.0,82.45240814099998,0.8245240814099998,2602.0,0.040783417,0.170789,3.493269943
2,1,5,2606.0,77.696722886,0.77696722886,2604.0,0.035798463,0.086969,2.980562943
0,0,0,2616.0,3599.8188567320003,35.99818856732001,2546.0,0.449792373,0.553234,25.82014818
2,0,17,2657.0,80494.582225968,804.94582225968,56.0,0.040369528,0.178828,4.149884927
2,1,16,2821.0,2250.605108288,22.50605108288,2747.0,0.035798463,0.128412,2.980562943
2,0,15,2822.0,8420.559807959999,84.2055980796,2537.0,0.028054602,0.093574,2.109958108
0,0,9,2882.0,35737.59411635,357.37594116350004,1982.0,0.215241714,0.22083699999999998,8.623915022
2,0,10,2885.0,60618.76412698,606.1876412698,690.0,0.008844684,0.055415,1.064684258
0,0,7,2920.0,2391.67564192,23.916756419200002,2836.0,0.168585066,0.171976,4.808776556
2,0,15,2928.0,2751.859590177,27.51859590177,2844.0,0.035798463,0.115226,2.980562943
2,2,4,2949.0,986.0295329999999,9.86029533,2919.0,0.028054602,0.079955,2.109958108
2,2,0,2968.0,5546.241774888,55.46241774888,2752.0,0.028054602,0.11668099999999999,2.109958108
0,1,0,2990.0,24645.365450401,246.45365450401002,2148.0,0.008672056,0.025129,0.307646299
2,0,15,3073.0,1794.7848955079999,17.947848955079998,2962.0,0.0267817,0.366965,2.535316654
2,0,5,3121.0,27480.168374624,274.80168374624003,2449.0,0.028054602,0.059215,2.109958108
2,0,0,3171.0,20113.562472509,201.13562472509,2404.0,0.040783417,0.19015,3.493269943
2,1,13,3209.0,32437.312294972,324.37312294971997,1738.0,0.0267817,0.188134,2.535316654
0,1,4,3262.0,3177.5524601599996,31.775524601599997,3150.0,0.168585066,0.179257,4.808776556
2,0,5,3296.0,3284.5682296709992,32.845682296709995,3161.0,0.040783417,0.215205,3.493269943
2,0,4,3356.0,56587.858865978,565.87858865978,1272.0,0.040783417,0.179869,3.493269943
2,0,18,3360.0,102350.13000335998,1023.5013000335998,117.0,0.028054602,0.08484900000000001,2.109958108
2,2,2,3405.0,16811.761468849,168.11761468849,2792.0,0.035798463,0.15046700000000002,2.980562943
0,1,5,3414.0,9443.72925991,94.4372925991,3155.0,0.215241714,0.289179,8.623915022
2,2,3,3465.0,17480.096794133002,174.80096794133001,2803.0,0.035798463,0.159849,2.980562943
0,0,4,3561.0,80798.003559143,807.9800355914301,814.0,0.008672056,0.024075,0.307646299
2,2,6,3590.0,10504.067646822,105.04067646822001,3161.0,0.040783417,0.21298499999999998,3.493269943
2,2,3,3608.0,2619.1768132800003,26.191768132800004,3540.0,0.028054602,0.06411499999999999,2.109958108
2,1,10,3672.0,40661.438615154,406.61438615154003,1954.0,0.008844684,0.071424,1.064684258
0,1,0,3756.0,26121.906171638002,261.21906171638,3067.0,0.215241714,0.25408800000000004,8.623915022
0,0,4,3910.0,9807.413193517,98.07413193517002,3585.0,0.008672056,0.019674,0.307646299
2,2,8,3910.0,17553.932432346002,175.53932432346002,3585.0,0.025547585,0.031695,1.650573132
0,1,5,3910.0,9937.492803986,99.37492803986001,3585.0,0.008672056,0.017953,0.307646299
0,1,6,3919.0,32968.932389304,329.68932389304,3246.0,0.12593318,0.152227,6.773681904
2,2,10,3926.0,7327.001456404999,73.27001456404999,3611.0,0.040369528,0.282391,4.149884927
2,2,3,3926.0,7992.584644629999,79.9258464463,3610.0,0.040369528,0.24478200000000003,4.149884927
2,2,15,3936.0,10663.678828588998,106.63678828588998,3614.0,0.040369528,0.162027,4.149884927
2,2,16,3936.0,8629.497850267999,86.29497850268,3614.0,0.040369528,0.22289699999999998,4.149884927
2,2,9,3951.0,7977.843748634,79.77843748634,3611.0,0.040369528,0.278079,4.149884927
2,2,11,3951.0,8910.644970737,89.10644970736999,3611.0,0.040369528,0.231123,4.149884927
2,2,12,3951.0,7172.412974529,71.72412974529,3611.0,0.040369528,0.33757,4.149884927
2,2,13,3952.0,10334.197036597,103.34197036597,3612.0,0.040369528,0.183615,4.149884927
2,2,14,3952.0,7438.392439465999,74.38392439465999,3612.0,0.040369528,0.315218,4.149884927
2,2,18,3971.0,7615.854335936,76.15854335936,3617.0,0.040369528,0.325079,4.149884927
2,2,17,3971.0,7985.488542048,79.85488542048,3616.0,0.040369528,0.29970399999999997,4.149884927
2,0,0,3980.0,20486.540215630997,204.86540215630998,3213.0,0.035798463,0.156922,2.980562943
2,2,4,3980.0,28529.724817419996,285.2972481742,3052.0,0.035798463,0.12643,2.980562943
2,0,10,3980.0,31467.707347394997,314.67707347395,2909.0,0.035798463,0.135299,2.980562943
0,1,1,3980.0,32115.105226679996,321.1510522668,2850.0,0.168585066,0.175804,4.808776556
2,0,6,4020.0,195336.95163612,1953.3695163612,622.0,0.025547585,0.029379000000000002,1.650573132
2,2,7,4191.0,16376.142923551997,163.76142923551998,3542.0,0.028054602,0.120083,2.109958108
2,2,19,4197.0,14598.875806353997,145.98875806353996,3644.0,0.035798463,0.159888,2.980562943
2,1,0,4217.0,112416.058088442,1124.1605808844201,177.0,0.008844684,0.054765,1.064684258
2,1,12,4248.0,42944.052319883995,429.44052319883997,1710.0,0.0267817,0.32764499999999996,2.535316654
2,3,3,4262.0,15836.807313056,158.36807313056002,3873.0,0.040783417,0.10044600000000001,3.493269943
2,3,2,4281.0,14134.948375749998,141.3494837575,3716.0,0.040783417,0.20544600000000002,3.493269943
2,2,5,4300.0,31016.84756126,310.16847561260005,3060.0,0.008844684,0.065022,1.064684258
2,0,9,4349.0,31074.330590425998,310.74330590426,2493.0,0.0267817,0.336235,2.535316654
0,0,8,4355.0,133413.4550859,1334.134550859,1913.0,0.449792373,0.493259,25.82014818
2,2,4,4379.0,14.534999308,0.14534999308,4378.0,0.0267817,0.419033,2.535316654
2,2,3,4380.0,86.279994464,0.86279994464,4375.0,0.0267817,0.307566,2.535316654
